CustID,day,month,duration,campaign,pdays,previous,poutcome,y
1065,5,may,357,1,-1,0,unknown,no
1066,5,may,91,1,-1,0,unknown,no
1067,5,may,528,1,-1,0,unknown,no
1068,5,may,273,1,-1,0,unknown,no
1069,5,may,158,2,-1,0,unknown,no
1070,5,may,177,1,-1,0,unknown,no
1071,5,may,258,1,-1,0,unknown,no
1072,5,may,172,1,-1,0,unknown,no
1073,5,may,154,1,-1,0,unknown,no
1074,5,may,291,1,-1,0,unknown,no
1075,5,may,181,1,-1,0,unknown,no
1076,5,may,176,1,-1,0,unknown,no
1077,5,may,211,1,-1,0,unknown,no
1078,5,may,349,1,-1,0,unknown,no
1079,5,may,272,1,-1,0,unknown,no
1080,5,may,208,1,-1,0,unknown,no
1081,5,may,193,1,-1,0,unknown,no
1082,5,may,212,1,-1,0,unknown,no
1083,5,may,20,1,-1,0,unknown,no
1084,5,may,1042,1,-1,0,unknown,yes
1085,5,may,246,1,-1,0,unknown,no
1086,5,may,529,2,-1,0,unknown,no
1087,5,may,1467,1,-1,0,unknown,yes
1088,5,may,1389,1,-1,0,unknown,yes
1089,5,may,188,2,-1,0,unknown,no
1090,5,may,180,2,-1,0,unknown,no
1091,5,may,48,1,-1,0,unknown,no
1092,5,may,213,2,-1,0,unknown,no
1093,5,may,583,1,-1,0,unknown,no
1094,5,may,221,1,-1,0,unknown,no
1095,5,may,173,1,-1,0,unknown,no
1096,5,may,426,1,-1,0,unknown,no
1097,5,may,287,1,-1,0,unknown,no
1098,5,may,101,1,-1,0,unknown,no
1099,5,may,203,1,-1,0,unknown,no
1100,5,may,197,1,-1,0,unknown,no
1101,5,may,257,1,-1,0,unknown,no
1102,5,may,124,1,-1,0,unknown,no
1103,5,may,229,1,-1,0,unknown,no
1104,5,may,55,3,-1,0,unknown,no
1105,5,may,400,1,-1,0,unknown,no
1106,5,may,197,1,-1,0,unknown,no
1107,5,may,190,1,-1,0,unknown,no
1108,5,may,21,1,-1,0,unknown,no
1109,5,may,514,1,-1,0,unknown,no
1110,5,may,849,2,-1,0,unknown,no
1111,5,may,194,1,-1,0,unknown,no
1112,5,may,144,1,-1,0,unknown,no
1113,5,may,212,2,-1,0,unknown,no
1114,5,may,286,1,-1,0,unknown,no
1115,5,may,107,1,-1,0,unknown,no
1116,5,may,247,2,-1,0,unknown,no
1117,5,may,518,1,-1,0,unknown,no
1118,5,may,364,1,-1,0,unknown,no
1119,5,may,178,1,-1,0,unknown,no
1120,5,may,98,1,-1,0,unknown,no
1121,5,may,439,1,-1,0,unknown,no
1122,5,may,79,1,-1,0,unknown,no
1123,5,may,120,3,-1,0,unknown,no
1124,5,may,127,2,-1,0,unknown,no
1125,5,may,175,1,-1,0,unknown,no
1126,5,may,262,2,-1,0,unknown,no
1127,5,may,61,1,-1,0,unknown,no
1128,5,may,78,1,-1,0,unknown,no
1129,5,may,143,1,-1,0,unknown,no
1130,5,may,579,1,-1,0,unknown,yes
1131,5,may,677,1,-1,0,unknown,no
1132,5,may,345,1,-1,0,unknown,no
1133,5,may,185,1,-1,0,unknown,no
1134,5,may,100,2,-1,0,unknown,no
1135,5,may,125,2,-1,0,unknown,no
1136,5,may,193,1,-1,0,unknown,no
1137,5,may,136,1,-1,0,unknown,no
1138,5,may,73,1,-1,0,unknown,no
1139,5,may,528,1,-1,0,unknown,no
1140,5,may,541,1,-1,0,unknown,no
1141,5,may,163,1,-1,0,unknown,no
1142,5,may,301,1,-1,0,unknown,no
1143,5,may,46,1,-1,0,unknown,no
1144,5,may,204,1,-1,0,unknown,no
1145,5,may,98,1,-1,0,unknown,no
1146,5,may,71,1,-1,0,unknown,no
1147,5,may,157,2,-1,0,unknown,no
1148,5,may,243,1,-1,0,unknown,no
1149,5,may,186,2,-1,0,unknown,no
1150,5,may,579,2,-1,0,unknown,no
1151,5,may,163,2,-1,0,unknown,no
1152,5,may,610,2,-1,0,unknown,no
1153,5,may,2033,1,-1,0,unknown,no
1154,5,may,85,1,-1,0,unknown,no
1155,5,may,114,2,-1,0,unknown,no
1156,5,may,114,2,-1,0,unknown,no
1157,5,may,57,1,-1,0,unknown,no
1158,5,may,238,1,-1,0,unknown,no
1159,5,may,93,3,-1,0,unknown,no
1160,5,may,128,2,-1,0,unknown,no
1161,5,may,107,1,-1,0,unknown,no
1162,5,may,181,1,-1,0,unknown,no
1163,5,may,303,2,-1,0,unknown,no
1164,5,may,558,5,-1,0,unknown,no
1165,5,may,270,1,-1,0,unknown,no
1166,5,may,228,1,-1,0,unknown,no
1167,5,may,99,1,-1,0,unknown,no
1168,5,may,240,1,-1,0,unknown,no
1169,5,may,673,2,-1,0,unknown,yes
1170,5,may,233,3,-1,0,unknown,no
1171,5,may,1056,1,-1,0,unknown,no
1172,5,may,250,1,-1,0,unknown,no
1173,5,may,252,1,-1,0,unknown,no
1174,5,may,138,1,-1,0,unknown,no
1175,5,may,130,1,-1,0,unknown,no
1176,5,may,412,1,-1,0,unknown,no
1177,5,may,179,2,-1,0,unknown,no
1178,5,may,19,2,-1,0,unknown,no
1179,5,may,458,2,-1,0,unknown,no
1180,5,may,717,1,-1,0,unknown,no
1181,5,may,313,1,-1,0,unknown,no
1182,5,may,683,2,-1,0,unknown,no
1183,5,may,1077,1,-1,0,unknown,no
1184,5,may,416,1,-1,0,unknown,no
1185,5,may,146,2,-1,0,unknown,no
1186,5,may,167,1,-1,0,unknown,no
1187,5,may,315,1,-1,0,unknown,no
1188,5,may,140,1,-1,0,unknown,no
1189,5,may,346,1,-1,0,unknown,no
1190,5,may,562,1,-1,0,unknown,no
1191,5,may,172,1,-1,0,unknown,no
1192,5,may,217,1,-1,0,unknown,no
1193,5,may,142,2,-1,0,unknown,no
1194,5,may,67,1,-1,0,unknown,no
1195,5,may,291,1,-1,0,unknown,no
1196,5,may,309,2,-1,0,unknown,no
1197,5,may,248,1,-1,0,unknown,no
1198,5,may,98,1,-1,0,unknown,no
1199,5,may,256,1,-1,0,unknown,no
1200,5,may,82,2,-1,0,unknown,no
1201,5,may,577,1,-1,0,unknown,no
1202,5,may,286,1,-1,0,unknown,no
1203,5,may,477,1,-1,0,unknown,no
1204,5,may,611,2,-1,0,unknown,no
1205,5,may,471,1,-1,0,unknown,no
1206,5,may,381,2,-1,0,unknown,no
1207,5,may,42,1,-1,0,unknown,no
1208,5,may,251,1,-1,0,unknown,no
1209,5,may,408,1,-1,0,unknown,no
1210,5,may,215,1,-1,0,unknown,no
1211,5,may,287,1,-1,0,unknown,no
1212,5,may,216,2,-1,0,unknown,no
1213,5,may,366,2,-1,0,unknown,no
1214,5,may,210,1,-1,0,unknown,no
1215,5,may,288,1,-1,0,unknown,no
1216,5,may,168,1,-1,0,unknown,no
1217,5,may,338,2,-1,0,unknown,no
1218,5,may,410,3,-1,0,unknown,no
1219,5,may,177,1,-1,0,unknown,no
1220,5,may,127,2,-1,0,unknown,no
1221,5,may,357,1,-1,0,unknown,no
1222,5,may,175,1,-1,0,unknown,no
1223,5,may,300,1,-1,0,unknown,no
1224,5,may,136,1,-1,0,unknown,no
1225,5,may,1419,1,-1,0,unknown,no
1226,5,may,125,2,-1,0,unknown,no
1227,5,may,213,3,-1,0,unknown,no
1228,5,may,27,1,-1,0,unknown,no
1229,5,may,238,2,-1,0,unknown,no
1230,5,may,124,1,-1,0,unknown,no
1231,5,may,18,1,-1,0,unknown,no
1232,5,may,730,2,-1,0,unknown,no
1233,5,may,746,2,-1,0,unknown,no
1234,5,may,121,1,-1,0,unknown,no
1235,5,may,247,1,-1,0,unknown,no
1236,5,may,40,1,-1,0,unknown,no
1237,5,may,181,2,-1,0,unknown,no
1238,5,may,79,1,-1,0,unknown,no
1239,5,may,206,1,-1,0,unknown,no
1240,5,may,389,1,-1,0,unknown,no
1241,5,may,127,1,-1,0,unknown,no
1242,5,may,702,1,-1,0,unknown,no
1243,5,may,151,1,-1,0,unknown,no
1244,5,may,117,1,-1,0,unknown,no
1245,5,may,232,3,-1,0,unknown,no
1246,5,may,408,2,-1,0,unknown,no
1247,5,may,179,2,-1,0,unknown,no
1248,5,may,39,1,-1,0,unknown,no
1249,5,may,282,1,-1,0,unknown,no
1250,5,may,714,2,-1,0,unknown,no
1251,5,may,50,1,-1,0,unknown,no
1252,5,may,181,1,-1,0,unknown,no
1253,5,may,142,1,-1,0,unknown,no
1254,5,may,227,1,-1,0,unknown,no
1255,5,may,119,1,-1,0,unknown,no
1256,5,may,361,1,-1,0,unknown,no
1257,5,may,73,3,-1,0,unknown,no
1258,5,may,67,2,-1,0,unknown,no
1259,5,may,350,1,-1,0,unknown,no
1260,5,may,332,2,-1,0,unknown,no
1261,5,may,611,2,-1,0,unknown,no
1262,5,may,113,2,-1,0,unknown,no
1263,5,may,132,1,-1,0,unknown,no
1264,5,may,58,3,-1,0,unknown,no
1265,5,may,151,1,-1,0,unknown,no
1266,5,may,89,2,-1,0,unknown,no
1267,5,may,152,1,-1,0,unknown,no
1268,5,may,611,2,-1,0,unknown,no
1269,5,may,110,2,-1,0,unknown,no
1270,5,may,463,1,-1,0,unknown,no
1271,5,may,562,2,-1,0,unknown,yes
1272,5,may,962,1,-1,0,unknown,no
1273,5,may,10,4,-1,0,unknown,no
1274,5,may,118,3,-1,0,unknown,no
1275,5,may,92,2,-1,0,unknown,no
1276,5,may,143,3,-1,0,unknown,no
1277,5,may,189,3,-1,0,unknown,no
1278,5,may,234,2,-1,0,unknown,no
1279,5,may,75,2,-1,0,unknown,no
1280,5,may,189,2,-1,0,unknown,no
1281,5,may,621,3,-1,0,unknown,no
1282,5,may,55,2,-1,0,unknown,no
1283,5,may,310,4,-1,0,unknown,no
1284,5,may,156,2,-1,0,unknown,no
1285,5,may,5,2,-1,0,unknown,no
1286,5,may,225,2,-1,0,unknown,no
1287,5,may,125,2,-1,0,unknown,no
1288,5,may,2,3,-1,0,unknown,no
1289,5,may,286,2,-1,0,unknown,no
1290,5,may,164,2,-1,0,unknown,no
1291,5,may,98,2,-1,0,unknown,no
1292,5,may,742,2,-1,0,unknown,no
1293,5,may,226,3,-1,0,unknown,no
1294,5,may,120,2,-1,0,unknown,no
1295,5,may,362,4,-1,0,unknown,no
1296,5,may,357,2,-1,0,unknown,no
1297,5,may,200,2,-1,0,unknown,no
1298,5,may,204,2,-1,0,unknown,no
1299,5,may,126,3,-1,0,unknown,no
1300,5,may,65,2,-1,0,unknown,no
1301,5,may,107,2,-1,0,unknown,no
1302,5,may,267,2,-1,0,unknown,no
1303,5,may,248,2,-1,0,unknown,no
1304,5,may,215,2,-1,0,unknown,no
1305,5,may,209,2,-1,0,unknown,no
1306,5,may,205,2,-1,0,unknown,no
1307,5,may,83,2,-1,0,unknown,no
1308,5,may,106,3,-1,0,unknown,no
1309,5,may,189,2,-1,0,unknown,no
1310,5,may,105,2,-1,0,unknown,no
1311,5,may,106,2,-1,0,unknown,no
1312,5,may,108,2,-1,0,unknown,no
1313,5,may,311,2,-1,0,unknown,no
1314,5,may,214,2,-1,0,unknown,no
1315,5,may,132,2,-1,0,unknown,no
1316,5,may,358,2,-1,0,unknown,no
1317,5,may,453,2,-1,0,unknown,no
1318,5,may,364,2,-1,0,unknown,no
1319,5,may,136,2,-1,0,unknown,no
1320,5,may,386,2,-1,0,unknown,no
1321,5,may,173,2,-1,0,unknown,no
1322,5,may,241,2,-1,0,unknown,no
1323,5,may,224,3,-1,0,unknown,no
1324,5,may,148,2,-1,0,unknown,no
1325,5,may,196,2,-1,0,unknown,no
1326,5,may,111,4,-1,0,unknown,no
1327,5,may,231,3,-1,0,unknown,no
1328,5,may,316,3,-1,0,unknown,no
1329,5,may,216,3,-1,0,unknown,no
1330,5,may,240,2,-1,0,unknown,no
1331,5,may,669,3,-1,0,unknown,no
1332,5,may,425,2,-1,0,unknown,no
1333,5,may,143,2,-1,0,unknown,no
1334,5,may,174,5,-1,0,unknown,no
1335,5,may,313,3,-1,0,unknown,no
1336,5,may,135,4,-1,0,unknown,no
1337,5,may,146,2,-1,0,unknown,no
1338,5,may,152,2,-1,0,unknown,no
1339,5,may,402,3,-1,0,unknown,no
1340,5,may,213,2,-1,0,unknown,no
1341,5,may,144,3,-1,0,unknown,no
1342,5,may,124,3,-1,0,unknown,no
1343,5,may,183,2,-1,0,unknown,no
1344,5,may,325,2,-1,0,unknown,no
1345,5,may,39,4,-1,0,unknown,no
1346,5,may,503,2,-1,0,unknown,no
1347,5,may,95,4,-1,0,unknown,no
1348,5,may,680,2,-1,0,unknown,no
1349,5,may,421,4,-1,0,unknown,no
1350,5,may,174,3,-1,0,unknown,no
1351,5,may,113,2,-1,0,unknown,no
1352,5,may,808,2,-1,0,unknown,no
1353,5,may,198,3,-1,0,unknown,no
1354,5,may,195,2,-1,0,unknown,no
1355,5,may,347,3,-1,0,unknown,no
1356,5,may,208,2,-1,0,unknown,no
1357,5,may,404,4,-1,0,unknown,no
1358,5,may,396,2,-1,0,unknown,no
1359,5,may,216,4,-1,0,unknown,no
1360,5,may,98,2,-1,0,unknown,no
1361,5,may,350,2,-1,0,unknown,no
1362,6,may,114,2,-1,0,unknown,no
1363,6,may,88,3,-1,0,unknown,no
1364,6,may,379,2,-1,0,unknown,no
1365,6,may,190,3,-1,0,unknown,no
1366,6,may,158,1,-1,0,unknown,no
1367,6,may,102,1,-1,0,unknown,no
1368,6,may,306,1,-1,0,unknown,no
1369,6,may,218,1,-1,0,unknown,no
1370,6,may,54,1,-1,0,unknown,no
1371,6,may,344,1,-1,0,unknown,no
1372,6,may,195,1,-1,0,unknown,no
1373,6,may,652,1,-1,0,unknown,no
1374,6,may,286,1,-1,0,unknown,no
1375,6,may,189,1,-1,0,unknown,no
1376,6,may,83,1,-1,0,unknown,no
1377,6,may,184,2,-1,0,unknown,no
1378,6,may,235,1,-1,0,unknown,no
1379,6,may,290,1,-1,0,unknown,no
1380,6,may,232,1,-1,0,unknown,no
1381,6,may,133,1,-1,0,unknown,no
1382,6,may,318,1,-1,0,unknown,no
1383,6,may,260,3,-1,0,unknown,no
1384,6,may,437,1,-1,0,unknown,no
1385,6,may,402,1,-1,0,unknown,no
1386,6,may,85,1,-1,0,unknown,no
1387,6,may,125,1,-1,0,unknown,no
1388,6,may,501,4,-1,0,unknown,no
1389,6,may,1201,1,-1,0,unknown,yes
1390,6,may,253,1,-1,0,unknown,no
1391,6,may,1030,1,-1,0,unknown,yes
1392,6,may,149,1,-1,0,unknown,no
1393,6,may,114,1,-1,0,unknown,no
1394,6,may,243,1,-1,0,unknown,no
1395,6,may,769,2,-1,0,unknown,no
1396,6,may,135,3,-1,0,unknown,no
1397,6,may,231,1,-1,0,unknown,no
1398,6,may,76,1,-1,0,unknown,no
1399,6,may,199,1,-1,0,unknown,no
1400,6,may,152,1,-1,0,unknown,no
1401,6,may,124,1,-1,0,unknown,no
1402,6,may,424,1,-1,0,unknown,no
1403,6,may,43,1,-1,0,unknown,no
1404,6,may,154,1,-1,0,unknown,no
1405,6,may,203,2,-1,0,unknown,no
1406,6,may,326,1,-1,0,unknown,no
1407,6,may,393,1,-1,0,unknown,no
1408,6,may,241,3,-1,0,unknown,no
1409,6,may,483,1,-1,0,unknown,no
1410,6,may,259,1,-1,0,unknown,no
1411,6,may,227,1,-1,0,unknown,no
1412,6,may,673,1,-1,0,unknown,no
1413,6,may,576,1,-1,0,unknown,no
1414,6,may,180,2,-1,0,unknown,no
1415,6,may,168,2,-1,0,unknown,no
1416,6,may,90,1,-1,0,unknown,no
1417,6,may,505,1,-1,0,unknown,no
1418,6,may,245,1,-1,0,unknown,no
1419,6,may,186,1,-1,0,unknown,no
1420,6,may,623,1,-1,0,unknown,no
1421,6,may,496,3,-1,0,unknown,no
1422,6,may,118,1,-1,0,unknown,no
1423,6,may,342,1,-1,0,unknown,no
1424,6,may,225,1,-1,0,unknown,no
1425,6,may,185,3,-1,0,unknown,no
1426,6,may,196,2,-1,0,unknown,no
1427,6,may,276,1,-1,0,unknown,no
1428,6,may,76,1,-1,0,unknown,no
1429,6,may,87,1,-1,0,unknown,no
1430,6,may,195,1,-1,0,unknown,no
1431,6,may,744,1,-1,0,unknown,no
1432,6,may,765,1,-1,0,unknown,no
1433,6,may,262,1,-1,0,unknown,no
1434,6,may,119,1,-1,0,unknown,no
1435,6,may,198,2,-1,0,unknown,no
1436,6,may,150,1,-1,0,unknown,no
1437,6,may,241,1,-1,0,unknown,no
1438,6,may,181,1,-1,0,unknown,no
1439,6,may,196,1,-1,0,unknown,no
1440,6,may,149,1,-1,0,unknown,no
1441,6,may,246,1,-1,0,unknown,no
1442,6,may,112,1,-1,0,unknown,no
1443,6,may,309,2,-1,0,unknown,no
1444,6,may,278,1,-1,0,unknown,no
1445,6,may,140,1,-1,0,unknown,no
1446,6,may,136,1,-1,0,unknown,no
1447,6,may,1623,1,-1,0,unknown,yes
1448,6,may,101,1,-1,0,unknown,no
1449,6,may,144,1,-1,0,unknown,no
1450,6,may,238,1,-1,0,unknown,no
1451,6,may,354,1,-1,0,unknown,no
1452,6,may,79,1,-1,0,unknown,no
1453,6,may,187,1,-1,0,unknown,no
1454,6,may,451,2,-1,0,unknown,no
1455,6,may,159,1,-1,0,unknown,no
1456,6,may,409,1,-1,0,unknown,no
1457,6,may,170,1,-1,0,unknown,no
1458,6,may,608,1,-1,0,unknown,yes
1459,6,may,243,1,-1,0,unknown,no
1460,6,may,145,2,-1,0,unknown,no
1461,6,may,112,1,-1,0,unknown,no
1462,6,may,262,2,-1,0,unknown,no
1463,6,may,124,1,-1,0,unknown,no
1464,6,may,53,1,-1,0,unknown,no
1465,6,may,134,1,-1,0,unknown,no
1466,6,may,204,4,-1,0,unknown,no
1467,6,may,186,1,-1,0,unknown,no
1468,6,may,678,1,-1,0,unknown,no
1469,6,may,182,1,-1,0,unknown,no
1470,6,may,162,1,-1,0,unknown,no
1471,6,may,27,1,-1,0,unknown,no
1472,6,may,699,3,-1,0,unknown,no
1473,6,may,43,1,-1,0,unknown,no
1474,6,may,97,1,-1,0,unknown,no
1475,6,may,1677,1,-1,0,unknown,yes
1476,6,may,283,2,-1,0,unknown,no
1477,6,may,323,1,-1,0,unknown,no
1478,6,may,82,1,-1,0,unknown,no
1479,6,may,310,1,-1,0,unknown,no
1480,6,may,185,1,-1,0,unknown,no
1481,6,may,47,1,-1,0,unknown,no
1482,6,may,145,1,-1,0,unknown,no
1483,6,may,204,1,-1,0,unknown,no
1484,6,may,187,1,-1,0,unknown,no
1485,6,may,30,2,-1,0,unknown,no
1486,6,may,472,1,-1,0,unknown,no
1487,6,may,448,1,-1,0,unknown,no
1488,6,may,264,1,-1,0,unknown,no
1489,6,may,169,1,-1,0,unknown,no
1490,6,may,288,1,-1,0,unknown,no
1491,6,may,176,2,-1,0,unknown,no
1492,6,may,215,1,-1,0,unknown,no
1493,6,may,337,1,-1,0,unknown,no
1494,6,may,278,1,-1,0,unknown,no
1495,6,may,188,2,-1,0,unknown,no
1496,6,may,174,2,-1,0,unknown,no
1497,6,may,226,2,-1,0,unknown,no
1498,6,may,190,1,-1,0,unknown,no
1499,6,may,111,2,-1,0,unknown,no
1500,6,may,164,1,-1,0,unknown,no
1501,6,may,157,2,-1,0,unknown,no
1502,6,may,46,1,-1,0,unknown,no
1503,6,may,374,1,-1,0,unknown,no
1504,6,may,349,1,-1,0,unknown,no
1505,6,may,325,1,-1,0,unknown,no
1506,6,may,233,2,-1,0,unknown,no
1507,6,may,531,1,-1,0,unknown,no
1508,6,may,153,1,-1,0,unknown,no
1509,6,may,80,1,-1,0,unknown,no
1510,6,may,232,1,-1,0,unknown,no
1511,6,may,118,1,-1,0,unknown,no
1512,6,may,190,1,-1,0,unknown,no
1513,6,may,918,1,-1,0,unknown,yes
1514,6,may,238,1,-1,0,unknown,no
1515,6,may,82,1,-1,0,unknown,no
1516,6,may,198,3,-1,0,unknown,no
1517,6,may,160,2,-1,0,unknown,no
1518,6,may,211,1,-1,0,unknown,no
1519,6,may,120,1,-1,0,unknown,no
1520,6,may,136,1,-1,0,unknown,no
1521,6,may,269,1,-1,0,unknown,no
1522,6,may,157,1,-1,0,unknown,no
1523,6,may,128,1,-1,0,unknown,no
1524,6,may,211,1,-1,0,unknown,no
1525,6,may,267,2,-1,0,unknown,no
1526,6,may,371,2,-1,0,unknown,no
1527,6,may,288,2,-1,0,unknown,no
1528,6,may,221,1,-1,0,unknown,no
1529,6,may,427,1,-1,0,unknown,no
1530,6,may,310,1,-1,0,unknown,no
1531,6,may,158,1,-1,0,unknown,no
1532,6,may,604,3,-1,0,unknown,no
1533,6,may,198,1,-1,0,unknown,no
1534,6,may,145,1,-1,0,unknown,no
1535,6,may,247,1,-1,0,unknown,no
1536,6,may,179,2,-1,0,unknown,no
1537,6,may,73,1,-1,0,unknown,no
1538,6,may,263,2,-1,0,unknown,no
1539,6,may,13,1,-1,0,unknown,no
1540,6,may,79,2,-1,0,unknown,no
1541,6,may,416,1,-1,0,unknown,no
1542,6,may,162,1,-1,0,unknown,no
1543,6,may,129,1,-1,0,unknown,no
1544,6,may,150,1,-1,0,unknown,no
1545,6,may,43,1,-1,0,unknown,no
1546,6,may,191,1,-1,0,unknown,no
1547,6,may,26,1,-1,0,unknown,no
1548,6,may,250,1,-1,0,unknown,no
1549,6,may,146,1,-1,0,unknown,no
1550,6,may,416,1,-1,0,unknown,no
1551,6,may,121,2,-1,0,unknown,no
1552,6,may,114,2,-1,0,unknown,no
1553,6,may,289,1,-1,0,unknown,no
1554,6,may,225,1,-1,0,unknown,no
1555,6,may,123,1,-1,0,unknown,no
1556,6,may,130,2,-1,0,unknown,no
1557,6,may,161,2,-1,0,unknown,no
1558,6,may,149,2,-1,0,unknown,no
1559,6,may,268,2,-1,0,unknown,no
1560,6,may,259,2,-1,0,unknown,no
1561,6,may,26,1,-1,0,unknown,no
1562,6,may,153,1,-1,0,unknown,no
1563,6,may,424,2,-1,0,unknown,no
1564,6,may,179,2,-1,0,unknown,no
1565,6,may,97,1,-1,0,unknown,no
1566,6,may,383,1,-1,0,unknown,no
1567,6,may,440,1,-1,0,unknown,no
1568,6,may,23,1,-1,0,unknown,no
1569,6,may,195,1,-1,0,unknown,no
1570,6,may,1297,3,-1,0,unknown,yes
1571,6,may,87,1,-1,0,unknown,no
1572,6,may,427,1,-1,0,unknown,no
1573,6,may,189,1,-1,0,unknown,no
1574,6,may,195,1,-1,0,unknown,no
1575,6,may,179,1,-1,0,unknown,no
1576,6,may,179,1,-1,0,unknown,no
1577,6,may,69,1,-1,0,unknown,no
1578,6,may,105,2,-1,0,unknown,no
1579,6,may,266,3,-1,0,unknown,no
1580,6,may,524,2,-1,0,unknown,no
1581,6,may,96,2,-1,0,unknown,no
1582,6,may,155,2,-1,0,unknown,no
1583,6,may,162,2,-1,0,unknown,no
1584,6,may,352,2,-1,0,unknown,no
1585,6,may,76,4,-1,0,unknown,no
1586,6,may,154,2,-1,0,unknown,no
1587,6,may,310,2,-1,0,unknown,no
1588,6,may,390,3,-1,0,unknown,no
1589,6,may,369,1,-1,0,unknown,no
1590,6,may,112,2,-1,0,unknown,no
1591,6,may,341,3,-1,0,unknown,no
1592,6,may,79,1,-1,0,unknown,no
1593,6,may,140,2,-1,0,unknown,no
1594,6,may,315,1,-1,0,unknown,no
1595,6,may,262,2,-1,0,unknown,no
1596,6,may,174,2,-1,0,unknown,no
1597,6,may,138,3,-1,0,unknown,no
1598,6,may,526,2,-1,0,unknown,no
1599,6,may,135,1,-1,0,unknown,no
1600,6,may,36,5,-1,0,unknown,no
1601,6,may,1906,3,-1,0,unknown,no
1602,6,may,219,2,-1,0,unknown,no
1603,6,may,147,2,-1,0,unknown,no
1604,6,may,407,2,-1,0,unknown,no
1605,6,may,121,1,-1,0,unknown,no
1606,6,may,209,1,-1,0,unknown,no
1607,6,may,92,2,-1,0,unknown,no
1608,6,may,208,1,-1,0,unknown,no
1609,6,may,193,1,-1,0,unknown,no
1610,6,may,144,1,-1,0,unknown,no
1611,6,may,65,1,-1,0,unknown,no
1612,6,may,339,1,-1,0,unknown,no
1613,6,may,285,1,-1,0,unknown,no
1614,6,may,231,1,-1,0,unknown,no
1615,6,may,168,1,-1,0,unknown,no
1616,6,may,278,1,-1,0,unknown,no
1617,6,may,389,1,-1,0,unknown,no
1618,6,may,158,1,-1,0,unknown,no
1619,6,may,145,2,-1,0,unknown,no
1620,6,may,78,2,-1,0,unknown,no
1621,6,may,142,3,-1,0,unknown,no
1622,6,may,87,1,-1,0,unknown,no
1623,6,may,147,2,-1,0,unknown,no
1624,6,may,289,1,-1,0,unknown,no
1625,6,may,703,1,-1,0,unknown,yes
1626,6,may,170,3,-1,0,unknown,no
1627,6,may,802,1,-1,0,unknown,no
1628,6,may,381,2,-1,0,unknown,no
1629,6,may,218,4,-1,0,unknown,no
1630,6,may,57,2,-1,0,unknown,no
1631,6,may,304,2,-1,0,unknown,no
1632,6,may,241,3,-1,0,unknown,no
