CustID,age,job,marital,education
1452,40,services,married,secondary
1453,46,management,divorced,unknown
1454,37,management,married,tertiary
1455,34,blue-collar,married,secondary
1456,44,blue-collar,married,secondary
1457,40,admin.,single,secondary
1458,37,technician,married,secondary
1459,33,blue-collar,single,secondary
1460,35,blue-collar,married,secondary
1461,58,blue-collar,divorced,secondary
1462,39,blue-collar,married,primary
1463,43,blue-collar,married,secondary
1464,39,unemployed,married,primary
1465,36,services,single,primary
1466,57,retired,single,secondary
1467,36,admin.,single,secondary
1468,50,blue-collar,married,primary
1469,55,blue-collar,married,secondary
1470,44,self-employed,married,tertiary
1471,44,services,divorced,secondary
1472,39,housemaid,single,primary
1473,46,blue-collar,married,unknown
1474,39,blue-collar,married,secondary
1475,34,admin.,married,secondary
1476,40,blue-collar,married,primary
1477,50,management,married,tertiary
1478,31,management,single,secondary
1479,37,admin.,single,secondary
1480,39,management,single,secondary
1481,51,blue-collar,married,primary
1482,41,technician,married,secondary
1483,41,technician,married,secondary
1484,43,blue-collar,married,secondary
1485,30,services,single,secondary
1486,54,management,divorced,primary
1487,43,blue-collar,divorced,secondary
1488,59,management,divorced,tertiary
1489,47,technician,married,unknown
1490,40,blue-collar,married,primary
1491,32,technician,married,secondary
1492,29,blue-collar,married,secondary
1493,36,blue-collar,married,secondary
1494,55,unemployed,married,tertiary
1495,30,blue-collar,divorced,secondary
1496,39,admin.,single,secondary
1497,39,blue-collar,divorced,secondary
1498,50,blue-collar,divorced,secondary
1499,44,blue-collar,married,secondary
1500,37,technician,single,secondary
1501,46,admin.,married,primary
1502,32,technician,single,unknown
1503,37,management,single,tertiary
1504,29,blue-collar,married,secondary
1505,41,blue-collar,married,secondary
1506,45,blue-collar,married,primary
1507,57,retired,divorced,secondary
1508,48,blue-collar,single,secondary
1509,60,retired,married,secondary
1510,26,admin.,single,secondary
1511,58,retired,married,secondary
1512,34,admin.,married,secondary
1513,55,unemployed,divorced,secondary
1514,41,blue-collar,married,primary
1515,50,management,divorced,secondary
1516,49,entrepreneur,married,secondary
1517,44,admin.,married,unknown
1518,44,blue-collar,married,primary
1519,31,technician,married,secondary
1520,34,blue-collar,single,tertiary
1521,46,management,single,unknown
1522,42,management,married,tertiary
1523,52,admin.,married,secondary
1524,29,management,single,tertiary
1525,53,retired,married,primary
1526,43,blue-collar,married,secondary
1527,38,management,married,secondary
1528,46,management,married,tertiary
1529,48,management,divorced,unknown
1530,30,admin.,divorced,secondary
1531,44,blue-collar,married,primary
1532,31,housemaid,married,primary
1533,42,services,single,secondary
1534,40,management,single,tertiary
1535,52,admin.,married,secondary
1536,45,blue-collar,divorced,secondary
1537,48,blue-collar,married,secondary
1538,45,blue-collar,married,primary
1539,34,blue-collar,married,unknown
1540,34,blue-collar,married,primary
1541,46,blue-collar,married,secondary
1542,49,services,divorced,secondary
1543,50,technician,married,primary
1544,34,admin.,single,secondary
1545,40,unemployed,single,secondary
1546,36,admin.,married,secondary
1547,59,blue-collar,divorced,unknown
1548,45,blue-collar,married,secondary
1549,36,self-employed,married,tertiary
1550,56,services,married,secondary
1551,42,services,divorced,secondary
1552,30,admin.,married,secondary
1553,30,student,single,tertiary
1554,47,self-employed,married,unknown
1555,33,blue-collar,married,secondary
1556,36,admin.,married,secondary
1557,39,services,divorced,primary
1558,56,admin.,divorced,secondary
1559,39,blue-collar,divorced,unknown
1560,42,technician,married,secondary
1561,52,blue-collar,married,secondary
1562,36,admin.,divorced,secondary
1563,35,entrepreneur,married,secondary
1564,47,technician,married,secondary
1565,59,services,divorced,secondary
1566,57,blue-collar,married,primary
1567,38,management,married,unknown
1568,46,unemployed,married,secondary
1569,34,blue-collar,married,secondary
1570,28,services,single,secondary
1571,38,technician,married,unknown
1572,56,blue-collar,married,secondary
1573,41,blue-collar,single,primary
1574,52,technician,married,unknown
1575,54,services,married,secondary
1576,61,retired,married,secondary
1577,53,entrepreneur,married,secondary
1578,47,technician,married,secondary
1579,53,blue-collar,married,primary
1580,46,services,married,secondary
1581,39,blue-collar,divorced,primary
1582,56,technician,divorced,secondary
1583,55,services,divorced,primary
1584,44,management,married,tertiary
1585,37,technician,married,primary
1586,35,blue-collar,married,primary
1587,55,blue-collar,married,secondary
1588,37,services,married,secondary
1589,30,technician,single,secondary
1590,37,blue-collar,married,primary
1591,36,technician,single,secondary
1592,38,technician,married,secondary
1593,41,admin.,divorced,primary
1594,48,retired,married,secondary
1595,55,services,divorced,secondary
1596,28,services,divorced,secondary
1597,54,services,married,secondary
1598,30,blue-collar,married,secondary
1599,48,technician,married,tertiary
1600,31,self-employed,married,secondary
1601,38,blue-collar,married,secondary
1602,37,blue-collar,married,secondary
1603,37,services,single,unknown
1604,56,blue-collar,married,primary
1605,51,blue-collar,married,secondary
1606,39,blue-collar,married,secondary
1607,49,technician,married,unknown
1608,51,blue-collar,married,primary
1609,43,self-employed,married,secondary
1610,32,services,married,secondary
1611,29,technician,single,tertiary
1612,48,management,divorced,tertiary
1613,55,services,married,primary
1614,53,blue-collar,married,secondary
1615,47,technician,married,unknown
1616,39,management,married,tertiary
1617,31,blue-collar,single,tertiary
1618,39,blue-collar,married,primary
1619,40,blue-collar,married,primary
1620,40,technician,single,unknown
1621,48,technician,married,secondary
1622,33,technician,divorced,secondary
1623,40,technician,married,secondary
1624,59,retired,married,primary
1625,30,technician,married,secondary
1626,31,management,single,tertiary
1627,35,unemployed,married,secondary
1628,54,technician,divorced,secondary
1629,34,admin.,single,unknown
1630,32,technician,married,secondary
1631,56,admin.,divorced,unknown
1632,32,admin.,single,tertiary
1633,42,blue-collar,married,primary
1634,33,services,married,tertiary
1635,52,entrepreneur,married,tertiary
1636,52,services,married,secondary
1637,52,blue-collar,divorced,primary
1638,30,unemployed,divorced,secondary
1639,44,services,divorced,secondary
1640,35,admin.,married,secondary
1641,55,management,single,secondary
1642,33,blue-collar,married,primary
1643,37,blue-collar,single,secondary
1644,42,technician,single,secondary
1645,43,unemployed,married,secondary
1646,38,entrepreneur,married,tertiary
1647,37,technician,married,secondary
1648,31,student,single,secondary
1649,41,management,married,tertiary
1650,41,technician,married,secondary
1651,29,student,single,secondary
1652,38,admin.,single,secondary
1653,44,self-employed,divorced,tertiary
1654,39,admin.,married,secondary
1655,28,technician,single,secondary
1656,33,blue-collar,married,secondary
1657,41,services,married,unknown
1658,40,blue-collar,married,primary
1659,29,admin.,married,secondary
1660,38,management,married,unknown
1661,32,admin.,married,tertiary
1662,45,services,married,secondary
1663,33,admin.,single,secondary
1664,34,blue-collar,married,secondary
1665,41,entrepreneur,married,unknown
1666,41,blue-collar,married,secondary
1667,35,admin.,single,secondary
1668,40,technician,single,secondary
1669,60,self-employed,married,primary
1670,47,services,divorced,secondary
1671,46,blue-collar,married,primary
1672,31,blue-collar,single,secondary
1673,49,self-employed,married,secondary
1674,29,blue-collar,married,secondary
1675,31,management,single,tertiary
1676,38,management,married,tertiary
1677,37,blue-collar,married,primary
1678,35,technician,married,secondary
1679,31,management,single,secondary
1680,41,admin.,married,secondary
1681,46,services,married,unknown
1682,40,services,divorced,secondary
1683,29,admin.,married,secondary
1684,49,admin.,married,secondary
1685,42,management,married,tertiary
1686,54,services,married,secondary
1687,40,management,single,tertiary
1688,53,admin.,married,secondary
1689,49,management,married,tertiary
1690,40,blue-collar,married,primary
1691,29,student,single,secondary
1692,36,blue-collar,married,primary
1693,37,technician,married,secondary
1694,39,services,married,secondary
1695,36,technician,married,secondary
1696,44,entrepreneur,married,tertiary
1697,40,admin.,married,secondary
1698,49,blue-collar,married,secondary
1699,30,technician,single,unknown
1700,57,management,married,tertiary
1701,24,services,single,secondary
1702,46,blue-collar,married,unknown
1703,33,admin.,married,secondary
1704,43,services,divorced,secondary
1705,43,admin.,single,secondary
1706,40,blue-collar,divorced,primary
1707,44,technician,single,unknown
1708,35,technician,single,tertiary
1709,47,technician,married,secondary
1710,33,blue-collar,married,secondary
1711,31,admin.,married,secondary
1712,40,blue-collar,divorced,secondary
1713,36,entrepreneur,married,tertiary
1714,56,retired,divorced,primary
1715,40,admin.,single,unknown
1716,41,admin.,divorced,secondary
1717,53,retired,married,secondary
1718,39,blue-collar,married,secondary
1719,44,blue-collar,divorced,secondary
1720,38,admin.,married,secondary
1721,54,technician,divorced,secondary
1722,58,management,married,tertiary
1723,52,blue-collar,married,primary
1724,28,admin.,single,secondary
1725,36,blue-collar,married,secondary
1726,60,retired,married,primary
1727,42,services,divorced,secondary
1728,42,admin.,married,secondary
1729,44,management,married,tertiary
1730,51,blue-collar,divorced,primary
1731,49,blue-collar,married,primary
1732,47,entrepreneur,married,unknown
1733,37,blue-collar,married,secondary
1734,34,management,married,tertiary
1735,35,services,married,secondary
1736,35,blue-collar,single,secondary
1737,40,blue-collar,married,primary
1738,55,technician,married,secondary
1739,55,retired,married,secondary
1740,35,management,single,tertiary
1741,57,blue-collar,married,primary
1742,53,management,married,tertiary
1743,41,blue-collar,married,primary
1744,57,blue-collar,married,unknown
1745,45,blue-collar,married,unknown
1746,43,blue-collar,married,primary
1747,56,self-employed,married,unknown
1748,31,entrepreneur,married,tertiary
1749,37,blue-collar,single,secondary
1750,30,management,married,tertiary
1751,30,admin.,single,secondary
1752,54,blue-collar,married,secondary
1753,36,management,married,tertiary
1754,55,unemployed,married,tertiary
1755,37,admin.,single,secondary
1756,38,housemaid,married,secondary
1757,48,admin.,married,secondary
1758,55,housemaid,divorced,tertiary
1759,59,services,married,secondary
1760,37,technician,married,secondary
1761,33,blue-collar,divorced,secondary
1762,44,blue-collar,married,primary
1763,57,technician,married,secondary
1764,30,self-employed,single,tertiary
1765,42,technician,married,tertiary
1766,51,blue-collar,divorced,secondary
1767,44,admin.,divorced,secondary
1768,46,technician,married,secondary
1769,29,student,single,secondary
1770,39,blue-collar,married,primary
1771,42,services,married,secondary
1772,50,blue-collar,married,primary
1773,42,technician,single,secondary
1774,39,admin.,married,secondary
1775,55,technician,single,tertiary
1776,46,services,married,secondary
1777,42,blue-collar,married,secondary
1778,45,management,married,tertiary
1779,43,blue-collar,married,primary
1780,42,admin.,married,secondary
1781,30,admin.,married,secondary
1782,47,blue-collar,married,secondary
1783,51,services,divorced,secondary
1784,38,technician,single,secondary
1785,57,technician,married,unknown
1786,42,management,divorced,tertiary
1787,32,technician,divorced,secondary
1788,46,management,married,tertiary
1789,29,student,single,tertiary
1790,59,retired,married,secondary
1791,32,blue-collar,single,secondary
1792,44,blue-collar,married,primary
1793,40,retired,married,primary
1794,31,blue-collar,single,secondary
1795,46,self-employed,married,tertiary
1796,43,management,married,tertiary
1797,34,services,married,secondary
1798,39,management,married,tertiary
1799,30,blue-collar,divorced,secondary
1800,56,retired,married,secondary
1801,29,technician,married,secondary
1802,40,blue-collar,divorced,secondary
1803,36,services,married,secondary
1804,37,blue-collar,single,secondary
1805,35,admin.,married,secondary
1806,35,blue-collar,married,primary
1807,47,services,married,primary
1808,31,services,married,secondary
1809,56,retired,single,primary
1810,57,technician,married,secondary
1811,36,blue-collar,married,secondary
1812,45,self-employed,divorced,secondary
1813,47,blue-collar,married,unknown
1814,29,technician,single,tertiary
1815,57,services,married,secondary
1816,45,blue-collar,married,primary
1817,31,blue-collar,single,primary
1818,31,management,divorced,tertiary
1819,37,technician,single,tertiary
1820,30,technician,single,tertiary
1821,58,services,divorced,secondary
1822,33,services,married,secondary
1823,39,blue-collar,married,primary
1824,33,blue-collar,single,primary
1825,34,services,married,secondary
1826,36,services,divorced,secondary
1827,37,services,single,secondary
1828,35,blue-collar,married,secondary
1829,55,retired,married,secondary
1830,34,management,single,tertiary
1831,40,management,divorced,tertiary
1832,42,blue-collar,single,primary
1833,37,blue-collar,married,secondary
1834,42,management,married,tertiary
1835,35,technician,single,secondary
1836,44,technician,divorced,secondary
1837,30,services,single,secondary
1838,45,entrepreneur,married,secondary
1839,35,blue-collar,single,unknown
1840,36,admin.,divorced,secondary
1841,49,blue-collar,married,secondary
1842,31,blue-collar,single,secondary
1843,31,technician,single,secondary
1844,39,blue-collar,married,secondary
1845,37,services,single,secondary
1846,33,blue-collar,married,primary
1847,37,management,married,tertiary
1848,42,services,married,secondary
1849,56,blue-collar,married,secondary
1850,37,admin.,single,secondary
1851,36,services,single,secondary
1852,29,technician,single,tertiary
1853,54,management,married,tertiary
1854,38,blue-collar,married,secondary
1855,43,blue-collar,divorced,secondary
1856,47,admin.,single,secondary
1857,47,blue-collar,married,secondary
1858,38,services,married,secondary
1859,40,blue-collar,married,secondary
1860,33,services,divorced,secondary
1861,33,retired,married,secondary
1862,53,admin.,divorced,unknown
1863,37,services,married,primary
1864,40,management,single,tertiary
1865,37,blue-collar,married,primary
1866,35,technician,married,secondary
1867,49,blue-collar,married,primary
1868,26,blue-collar,single,secondary
1869,38,management,single,tertiary
1870,52,self-employed,married,secondary
1871,33,services,divorced,secondary
1872,31,admin.,single,secondary
1873,32,blue-collar,married,secondary
1874,35,blue-collar,single,primary
1875,55,management,divorced,tertiary
1876,32,blue-collar,divorced,primary
1877,37,unknown,single,unknown
1878,45,blue-collar,married,secondary
1879,31,technician,married,secondary
1880,38,admin.,married,secondary
1881,37,services,married,secondary
1882,38,blue-collar,married,secondary
1883,33,housemaid,married,tertiary
1884,38,blue-collar,married,primary
1885,37,management,single,tertiary
1886,29,unemployed,married,tertiary
1887,42,management,married,tertiary
1888,40,blue-collar,married,secondary
1889,32,management,married,tertiary
1890,47,management,divorced,tertiary
1891,29,student,single,secondary
1892,53,services,divorced,primary
1893,31,services,married,tertiary
1894,59,blue-collar,married,secondary
1895,29,entrepreneur,married,primary
1896,59,blue-collar,married,primary
1897,44,blue-collar,married,primary
1898,38,admin.,single,secondary
1899,49,admin.,married,secondary
1900,43,blue-collar,married,secondary
1901,52,admin.,single,secondary
1902,40,admin.,married,secondary
1903,32,services,married,secondary
1904,47,admin.,married,primary
1905,33,management,married,tertiary
1906,35,management,married,tertiary
1907,27,services,single,secondary
1908,50,blue-collar,married,primary
1909,44,retired,married,secondary
1910,43,self-employed,married,primary
1911,51,blue-collar,married,unknown
1912,32,admin.,single,secondary
1913,47,management,divorced,tertiary
1914,34,admin.,divorced,secondary
